id	name	type	description	rarity	price	hp_bonus	str_bonus	def_bonus	agi_bonus	mag_bonus	luk_bonus	required_level	is_shop_item	is_active	sort_order	created_at	updated_at	spr_bonus	sub_type	element	sell_price	mp_bonus	unlock_city_id
822	王国革鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	J	1800	28	0	22	4	0	0	40	1	1	150	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	革鎧		450	0	1
823	王都司祭の法衣	armor	MP・精神・魔力を伸ばす、魔法職向けの防具。	J	2000	24	0	18	0	0	0	40	1	1	160	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	8	法衣		500	0	1
824	王都守護外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	J	1400	0	0	13	0	0	6	40	1	1	170	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	17	外套		350	0	1
825	潮風のコート	armor	防御と精神を確保しつつ、素早さと運も伸ばす軽量防具。	I	6600	21	0	21	9	0	4	25	1	1	180	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	軽装	水	1650	0	2
826	港町旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	I	5900	21	0	21	9	0	4	25	1	1	190	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	旅装	水	1475	0	2
827	船乗りの革鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	I	6600	39	0	30	6	0	0	25	1	1	200	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	革鎧	水	1650	0	2
828	船守りの胸当て	armor	HPと物理防御を大きく伸ばす、前衛向けの重装防具。	I	7900	64	0	44	0	0	0	25	1	1	210	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	8	重装	水	1975	0	2
829	海鳴りのローブ	armor	MP・精神・魔力を伸ばす、魔法職向けの防具。	I	7300	33	0	25	0	0	0	25	1	1	220	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	12	法衣	水	1825	0	2
830	潮守りの外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	I	5300	0	0	19	0	0	8	25	1	1	230	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	24	外套	水	1325	0	2
831	若葉の衣	armor	防御と精神を確保しつつ、素早さと運も伸ばす軽量防具。	H	12700	29	0	29	11	0	5	80	1	1	240	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	軽装	風	3175	0	3
832	森歩きの旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	H	11400	29	0	29	11	0	5	80	1	1	250	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	旅装	風	2850	0	3
833	精霊樹の革鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	H	12700	52	0	41	8	0	0	80	1	1	260	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	革鎧	風	3175	0	3
834	精霊樹の鎧	armor	HPと物理防御を大きく伸ばす、前衛向けの重装防具。	H	15200	86	0	58	0	0	0	80	1	1	270	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	10	重装	風	3800	0	3
835	精霊樹の法衣	armor	MP・精神・魔力を伸ばす、魔法職向けの防具。	H	14000	44	0	34	0	0	0	80	1	1	280	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	16	法衣	風	3500	0	3
836	精霊守りの外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	H	10200	0	0	25	0	0	10	80	1	1	290	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	32	外套	風	2550	0	3
837	黒鉄作業服	armor	防御と精神を確保しつつ、素早さと運も伸ばす軽量防具。	G	19800	37	0	37	15	0	7	100	1	1	300	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	軽装	地	4950	0	4
838	黒鉄旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	G	17800	37	0	37	15	0	7	100	1	1	310	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	旅装	地	4450	0	4
839	工房革鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	G	19800	68	0	53	10	0	0	100	1	1	320	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	革鎧	地	4950	0	4
840	黒鉄重鎧	armor	HPと物理防御を大きく伸ばす、前衛向けの重装防具。	G	23800	112	0	76	0	0	0	100	1	1	330	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	14	重装	地	5950	0	4
841	炉心のローブ	armor	MP・精神・魔力を伸ばす、魔法職向けの防具。	G	21800	58	0	44	0	0	0	100	1	1	340	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	20	法衣	地	5450	0	4
842	炉心守りの外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	G	15800	0	0	33	0	0	14	100	1	1	350	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	42	外套	地	3950	0	4
843	氷紋の外套	armor	防御と精神を確保しつつ、素早さと運も伸ばす軽量防具。	F	27700	47	0	47	19	0	8	130	1	1	360	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	軽装	氷	6925	0	5
844	雪原旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	F	24900	47	0	47	19	0	8	130	1	1	370	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	旅装	氷	6225	0	5
845	霜革の鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	F	27700	85	0	66	13	0	0	130	1	1	380	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	革鎧	氷	6925	0	5
846	霜鉄の鎧	armor	HPと物理防御を大きく伸ばす、前衛向けの重装防具。	F	33200	140	0	95	0	0	0	130	1	1	390	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	17	重装	氷	8300	0	5
847	氷晶の法衣	armor	MP・精神・魔力を伸ばす、魔法職向けの防具。	F	30500	72	0	55	0	0	0	130	1	1	400	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	26	法衣	氷	7625	0	5
848	氷守りの外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	F	22200	0	0	41	0	0	17	130	1	1	410	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	53	外套	氷	5550	0	5
849	砂影の装束	armor	防御と精神を確保しつつ、素早さと運も伸ばす軽量防具。	E	36200	57	0	57	23	0	10	160	1	1	420	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	軽装	地	9050	0	6
850	砂漠旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	E	32600	57	0	57	23	0	10	160	1	1	430	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	旅装	地	8150	0	6
851	砂獣革の鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	E	36200	103	0	80	15	0	0	160	1	1	440	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	革鎧	地	9050	0	6
852	太陽守りの鎧	armor	HPと物理防御を大きく伸ばす、前衛向けの重装防具。	E	43400	170	0	115	0	0	0	160	1	1	450	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	21	重装	地	10850	0	6
853	砂晶の法衣	armor	MP・精神・魔力を伸ばす、魔法職向けの防具。	E	39800	88	0	67	0	0	0	160	1	1	460	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	31	法衣	地	9950	0	6
854	太陽守りの外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	E	29000	0	0	49	0	0	21	160	1	1	470	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	64	外套	地	7250	0	6
855	ルーン旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	D	40700	67	0	67	27	0	12	180	1	1	480	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	旅装	魔	10175	0	7
856	魔導革鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	D	45200	122	0	95	18	0	0	180	1	1	490	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	革鎧	魔	11300	0	7
857	ルーンガード	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	D	36200	0	0	59	0	0	24	180	1	1	500	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	76	外套	魔	9050	0	7
858	冥界の外套	armor	防御と精神を確保しつつ、素早さと運も伸ばす軽量防具。	C	54700	80	0	80	32	0	14	200	1	1	510	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	軽装	闇	13675	0	8
859	冥界旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	C	49200	80	0	80	32	0	14	200	1	1	520	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	旅装	闇	12300	0	8
860	冥獣革の鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	C	54700	145	0	113	22	0	0	200	1	1	530	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	革鎧	闇	13675	0	8
861	冥鉄の鎧	armor	HPと物理防御を大きく伸ばす、前衛向けの重装防具。	C	65600	239	0	162	0	0	0	200	1	1	540	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	29	重装	闇	16400	0	8
862	死霊王の法衣	armor	MP・精神・魔力を伸ばす、魔法職向けの防具。	C	60200	123	0	94	0	0	0	200	1	1	550	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	44	法衣	闇	15050	0	8
863	冥守りの外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	C	43800	0	0	70	0	0	29	200	1	1	560	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	90	外套	闇	10950	0	8
864	星天の羽衣	armor	防御と精神を確保しつつ、素早さと運も伸ばす軽量防具。	B	64700	94	0	94	37	0	17	230	1	1	570	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	軽装	光	16175	0	9
865	星天旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	B	58200	94	0	94	37	0	17	230	1	1	580	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	旅装	光	14550	0	9
866	天翼革鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	B	64700	170	0	133	26	0	0	230	1	1	590	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	革鎧	光	16175	0	9
867	天翼の鎧	armor	HPと物理防御を大きく伸ばす、前衛向けの重装防具。	B	77600	280	0	190	0	0	0	230	1	1	600	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	34	重装	光	19400	0	9
868	星守りの外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	B	51800	0	0	82	0	0	34	230	1	1	610	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	105	外套	光	12950	0	9
869	終焉旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	A	67600	109	0	109	44	0	20	260	1	1	620	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	旅装	闇	16900	0	10
870	黒翼革鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	A	75100	198	0	154	30	0	0	260	1	1	630	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	0	革鎧	闇	18775	0	10
871	覇滅の鎧	armor	HPと物理防御を大きく伸ばす、前衛向けの重装防具。	A	90100	327	0	222	0	0	0	260	1	1	640	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	40	重装	闇	22525	0	10
872	覇王の外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	A	60100	0	0	95	0	0	40	260	1	1	650	2026-06-09T13:49:21.000000Z	2026-06-11T14:58:17.000000Z	123	外套	闇	15025	0	10
873	古洞ロックワームの岩鎧	armor	ドロップ品: 古洞ロックワームの岩鎧。王都アークレア・古びた洞窟のロックワーム基準。地域別に分割した固有防具。	rare	900	30	0	20	0	0	0	7	0	1	1410	2026-06-10T09:06:48.000000Z	2026-06-11T14:58:17.000000Z	0	重装	無	220	0	
874	海蝕ストーンゴーレムの岩鎧	armor	ドロップ品: 海蝕ストーンゴーレムの岩鎧。港町マリネス・海蝕洞窟のストーンゴーレム基準。地域別に分割した固有防具。	rare	4800	64	0	40	0	0	0	25	0	1	1420	2026-06-10T09:06:48.000000Z	2026-06-11T14:58:17.000000Z	0	重装	無	1200	0	
875	深海封印守護者の鎧	armor	ドロップ品: 深海封印守護者の鎧。港町マリネス・深海神殿の封印の守護者基準。地域別に分割した固有防具。	rare	7300	85	0	49	0	0	0	38	0	1	1440	2026-06-10T09:06:48.000000Z	2026-06-11T14:58:17.000000Z	16	重装	水	1820	0	
876	蒸気量産ゴーレムの岩鎧	armor	ドロップ品: 蒸気量産ゴーレムの岩鎧。鉄鋼都市グランベルグ・蒸気工場の量産ゴーレム基準。地域別に分割した固有防具。	rare	15600	137	0	81	0	0	0	71	0	1	1480	2026-06-10T09:06:48.000000Z	2026-06-11T14:58:17.000000Z	0	重装	機械	3900	0	
877	神域星守護者の鎧	armor	ドロップ品: 神域星守護者の鎧。天空都市セレスティア・神々の祭壇の星の守護者基準。地域別に分割した固有防具。	rare	60900	282	0	161	0	0	10	179	0	1	1540	2026-06-10T09:06:48.000000Z	2026-06-11T14:58:17.000000Z	44	重装	光	15220	0	
878	海蝕ロックワームの岩鎧	armor	ドロップ品: 海蝕ロックワームの岩鎧。港町マリネス・海蝕洞窟のロックワーム基準。地域別に分割した固有防具。	rare	4600	57	0	36	0	0	0	24	0	1	1580	2026-06-10T09:06:48.000000Z	2026-06-11T14:58:17.000000Z	0	重装	無	1150	0	
879	氷結ロックワームの岩鎧	armor	ドロップ品: 氷結ロックワームの岩鎧。雪都フロストリア・氷結洞窟のロックワーム基準。地域別に分割した固有防具。	rare	20500	156	0	93	0	0	0	87	0	1	1590	2026-06-10T09:06:48.000000Z	2026-06-11T14:58:17.000000Z	0	重装	無	5120	0	
880	氷結ストーンゴーレムの岩鎧	armor	ドロップ品: 氷結ストーンゴーレムの岩鎧。雪都フロストリア・氷結洞窟のストーンゴーレム基準。地域別に分割した固有防具。	rare	20900	165	0	100	0	0	0	88	0	1	1600	2026-06-10T09:06:48.000000Z	2026-06-11T14:58:17.000000Z	0	重装	無	5220	0	
881	精霊封印守護者の鎧	armor	ドロップ品: 精霊封印守護者の鎧。精霊都市エルフィア・精霊神殿の封印の守護者基準。地域別に分割した固有防具。	rare	11500	113	0	65	0	0	0	56	0	1	1610	2026-06-10T09:06:48.000000Z	2026-06-11T14:58:17.000000Z	19	重装	自然	2875	0	
882	凍結封印守護者の鎧	armor	ドロップ品: 凍結封印守護者の鎧。雪都フロストリア・凍てつく神殿の封印の守護者基準。地域別に分割した固有防具。	rare	22500	168	0	97	0	0	0	93	0	1	1620	2026-06-10T09:06:48.000000Z	2026-06-11T14:58:17.000000Z	29	重装	氷	5620	0	
883	砂嵐封印守護者の鎧	armor	ドロップ品: 砂嵐封印守護者の鎧。砂都サンドラ・砂嵐の神殿の封印の守護者基準。地域別に分割した固有防具。	rare	29900	200	0	115	0	0	0	113	0	1	1630	2026-06-10T09:06:48.000000Z	2026-06-11T14:58:17.000000Z	33	重装	土	7475	0	
884	太陽封印守護者の鎧	armor	ドロップ品: 太陽封印守護者の鎧。砂都サンドラ・太陽神殿の封印の守護者基準。地域別に分割した固有防具。	rare	31900	207	0	119	0	0	0	118	0	1	1640	2026-06-10T09:06:48.000000Z	2026-06-11T14:58:17.000000Z	35	重装	光	7975	0	
885	悪魔封印守護者の鎧	armor	ドロップ品: 悪魔封印守護者の鎧。魔界都市ネクロム・悪魔神殿の封印の守護者基準。地域別に分割した固有防具。	rare	46000	256	0	149	0	0	0	150	0	1	1650	2026-06-10T09:06:48.000000Z	2026-06-11T14:58:17.000000Z	42	重装	闇	11500	0	
886	雷鳴封印守護者の鎧	armor	ドロップ品: 雷鳴封印守護者の鎧。天空都市セレスティア・雷鳴神殿の封印の守護者基準。地域別に分割した固有防具。	rare	54500	280	0	163	0	0	0	167	0	1	1660	2026-06-10T09:06:48.000000Z	2026-06-11T14:58:17.000000Z	46	重装	雷	13620	0	
887	兵工量産ゴーレムの岩鎧	armor	ドロップ品: 兵工量産ゴーレムの岩鎧。鉄鋼都市グランベルグ・機械兵工場の量産ゴーレム基準。地域別に分割した固有防具。	rare	16500	143	0	83	0	0	0	74	0	1	1670	2026-06-10T09:06:48.000000Z	2026-06-11T14:58:17.000000Z	0	重装	機械	4120	0	
888	終焉星守護者の鎧	armor	ドロップ品: 終焉星守護者の鎧。魔王城ヴァルゼリア・終焉の祭壇の星の守護者基準。地域別に分割した固有防具。	rare	72400	313	0	179	0	0	13	199	0	1	1680	2026-06-10T09:06:48.000000Z	2026-06-11T14:58:17.000000Z	49	重装	闇	18100	0	
