id	name	type	description	rarity	price	hp_bonus	str_bonus	def_bonus	agi_bonus	mag_bonus	luk_bonus	required_level	is_shop_item	is_active	sort_order	created_at	updated_at	spr_bonus	sub_type	element	sell_price	mp_bonus	unlock_city_id	weapon_category	weapon_hand_type	weapon_role	armor_category	armor_weight	armor_role	external_item_id	weapon_family_id	weapon_family_name	weapon_rank	weapon_rank_sort	weapon_rank_multiplier	evolution_stage	next_item_external_id	is_evolution_enabled	is_drop_enabled	is_supply_enabled	max_enhance	armor_family_id	armor_family_name	armor_category_id	armor_category_name	armor_rank	armor_rank_sort	armor_rank_multiplier	evolution_group_id	next_armor_external_id	accessory_family_id	accessory_family_name	accessory_category_id	accessory_category_name	accessory_rank	accessory_rank_sort	accessory_rank_multiplier	next_accessory_external_id
666	悪魔祭司の法衣	armor	悪魔神殿の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	SS	72200	0	0	124	0	92	0	1	0	0	1230	2026-06-08T15:45:51.000000Z	2026-06-12T14:14:21.000000Z	123	法衣		18050	415					robe	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
669	魔王軍の重鎧	armor	魔王軍要塞の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	SS	78700	339	0	124	0	0	0	1	0	0	1240	2026-06-08T15:45:51.000000Z	2026-06-12T14:14:21.000000Z	0	重装		19675	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
672	瘴気避けの鎧	armor	瘴気の谷の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	SS	78700	339	0	124	0	0	0	1	0	0	1250	2026-06-08T15:45:51.000000Z	2026-06-12T14:14:21.000000Z	0	重装		19675	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
675	奈落歩きの鎧	armor	奈落への階段の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	SS	78700	339	0	124	0	0	0	1	0	0	1260	2026-06-08T15:45:51.000000Z	2026-06-12T14:14:21.000000Z	0	重装		19675	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
678	雲渡りの服	armor	雲海平原の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	SSS	77600	165	0	152	83	0	0	1	0	0	1270	2026-06-08T15:45:51.000000Z	2026-06-12T14:14:21.000000Z	0	軽装		19400	0					clothes	light	physical					0	1	0		0	0	0	0						0	1								0	1	
681	回廊守の鎧	armor	天空回廊の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	SSS	93100	395	0	152	0	0	0	1	0	0	1280	2026-06-08T15:45:51.000000Z	2026-06-12T14:14:21.000000Z	0	重装		23275	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
684	雷神官の法衣	armor	雷鳴神殿の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	SSS	85400	0	0	152	0	106	0	1	0	0	1290	2026-06-08T15:45:51.000000Z	2026-06-12T14:14:21.000000Z	149	法衣		21350	478					robe	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
687	浮遊石の鎧	armor	浮遊遺跡の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	SSS	93100	395	0	152	0	0	0	1	0	0	1300	2026-06-08T15:45:51.000000Z	2026-06-12T14:14:21.000000Z	0	重装		23275	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
690	天使の羽衣	armor	天使の庭園の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	SSS	77600	165	0	152	83	0	0	1	0	0	1310	2026-06-08T15:45:51.000000Z	2026-06-12T14:14:21.000000Z	0	軽装		19400	0					clothes	light	physical					0	1	0		0	0	0	0						0	1								0	1	
693	星辰の法衣	armor	星辰の塔の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	SSS	85400	0	0	152	0	106	0	1	0	0	1320	2026-06-08T15:45:51.000000Z	2026-06-12T14:14:21.000000Z	149	法衣		21350	510					robe	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
696	神域の聖鎧	armor	神々の祭壇の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	SSS	93100	395	0	152	0	0	0	1	0	0	1330	2026-06-08T15:45:51.000000Z	2026-06-12T14:14:21.000000Z	0	重装		23275	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
699	魔王領の黒鎧	armor	魔王領外郭の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	EX	108100	454	0	183	0	0	0	1	0	0	1340	2026-06-08T15:45:51.000000Z	2026-06-12T14:14:21.000000Z	0	重装		27025	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
702	絶望纏いの鎧	armor	絶望の回廊の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	EX	108100	454	0	183	0	0	0	1	0	0	1350	2026-06-08T15:45:51.000000Z	2026-06-12T14:14:21.000000Z	0	重装		27025	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
705	魔神甲冑	armor	魔神の間の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	EX	90100	190	0	183	95	0	0	1	0	0	1360	2026-06-08T15:45:52.000000Z	2026-06-12T14:14:21.000000Z	0	軽装		22525	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
708	深淵牢の鎧	armor	深淵の牢獄の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	EX	108100	454	0	183	0	0	0	1	0	0	1370	2026-06-08T15:45:52.000000Z	2026-06-12T14:14:21.000000Z	0	重装		27025	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
711	黒玉座の鎧	armor	黒き玉座の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	EX	108100	454	0	183	0	0	0	1	0	0	1380	2026-06-08T15:45:52.000000Z	2026-06-12T14:14:21.000000Z	0	重装		27025	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
714	中枢炉の装甲	armor	魔王城中枢の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	EX	90100	190	0	183	95	0	0	1	0	0	1390	2026-06-08T15:45:52.000000Z	2026-06-12T14:14:21.000000Z	0	軽装		22525	0						light	physical					0	1	0		0	0	0	0						0	1								0	1	
717	終焉の聖鎧	armor	終焉の祭壇の素材を用いて仕立てた合成防具。探索で集めた素材を防御力へ変える装備。	EX	108100	454	0	183	0	0	0	1	0	0	1400	2026-06-08T15:45:52.000000Z	2026-06-12T14:14:21.000000Z	0	重装		27025	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
814	王都見習いの服	armor	防御と精神を確保しつつ、素早さと運も伸ばす軽量防具。	K	300	10	0	10	4	0	2	20	0	0	660	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	軽装		75	0	1				clothes	light	physical					0	1	0		0	0	0	0						0	1								0	1	
815	王都旅人の服	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	K	300	10	0	10	4	0	2	20	0	0	670	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	旅装		75	0	1				clothes	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
816	王都兵の革鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	K	400	18	0	14	3	0	0	20	0	0	700	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	革鎧		100	0	1				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
817	王都兵の鎧	armor	HPと物理防御を大きく伸ばす、前衛向けの重装防具。	K	2200	30	0	20	0	0	0	20	0	0	100	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	4	重装		550	0	1				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
818	王都見習いのローブ	armor	MP・精神・魔力を伸ばす、魔法職向けの防具。	K	2000	15	0	12	0	0	0	20	0	0	110	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	5	法衣		500	0	1				robe	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
819	王都護符の外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	K	1400	0	0	9	0	0	4	20	0	0	120	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	11	外套		350	0	1				cloak	normal	magic					0	1	0		0	0	0	0						0	1								0	1	
820	王都守備兵の服	armor	防御と精神を確保しつつ、素早さと運も伸ばす軽量防具。	J	1800	15	0	15	6	0	3	40	0	0	130	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	軽装		450	0	1				clothes	light	physical					0	1	0		0	0	0	0						0	1								0	1	
821	王都巡礼服	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	J	1600	15	0	15	6	0	3	40	0	0	140	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	旅装		400	0	1				clothes	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
822	王国革鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	J	1800	28	0	22	4	0	0	40	0	0	150	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	革鎧		450	0	1				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
823	王都司祭の法衣	armor	MP・精神・魔力を伸ばす、魔法職向けの防具。	J	2000	24	0	18	0	0	0	40	0	0	160	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	8	法衣		500	0	1				robe	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
824	王都守護外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	J	1400	0	0	13	0	0	6	40	0	0	170	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	17	外套		350	0	1				cloak	normal	magic					0	1	0		0	0	0	0						0	1								0	1	
825	潮風のコート	armor	防御と精神を確保しつつ、素早さと運も伸ばす軽量防具。	I	6600	21	0	21	9	0	4	25	0	0	180	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	軽装	水	1650	0	2					light	physical					0	1	0		0	0	0	0						0	1								0	1	
826	港町旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	I	5900	21	0	21	9	0	4	25	0	0	190	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	旅装	水	1475	0	2				clothes	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
827	船乗りの革鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	I	6600	39	0	30	6	0	0	25	0	0	200	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	革鎧	水	1650	0	2				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
828	船守りの胸当て	armor	HPと物理防御を大きく伸ばす、前衛向けの重装防具。	I	7900	64	0	44	0	0	0	25	0	0	210	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	8	重装	水	1975	0	2					heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
829	海鳴りのローブ	armor	MP・精神・魔力を伸ばす、魔法職向けの防具。	I	7300	33	0	25	0	0	0	25	0	0	220	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	12	法衣	水	1825	0	2				robe	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
830	潮守りの外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	I	5300	0	0	19	0	0	8	25	0	0	230	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	24	外套	水	1325	0	2				cloak	normal	magic					0	1	0		0	0	0	0						0	1								0	1	
831	若葉の衣	armor	防御と精神を確保しつつ、素早さと運も伸ばす軽量防具。	H	12700	29	0	29	11	0	5	80	0	0	240	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	軽装	風	3175	0	3				clothes	light	physical					0	1	0		0	0	0	0						0	1								0	1	
832	森歩きの旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	H	11400	29	0	29	11	0	5	80	0	0	250	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	旅装	風	2850	0	3				clothes	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
833	精霊樹の革鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	H	12700	52	0	41	8	0	0	80	0	0	260	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	革鎧	風	3175	0	3				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
834	精霊樹の鎧	armor	HPと物理防御を大きく伸ばす、前衛向けの重装防具。	H	15200	86	0	58	0	0	0	80	0	0	270	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	10	重装	風	3800	0	3				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
835	精霊樹の法衣	armor	MP・精神・魔力を伸ばす、魔法職向けの防具。	H	14000	44	0	34	0	0	0	80	0	0	280	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	16	法衣	風	3500	0	3				robe	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
836	精霊守りの外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	H	10200	0	0	25	0	0	10	80	0	0	290	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	32	外套	風	2550	0	3				cloak	normal	magic					0	1	0		0	0	0	0						0	1								0	1	
837	黒鉄作業服	armor	防御と精神を確保しつつ、素早さと運も伸ばす軽量防具。	G	19800	37	0	37	15	0	7	100	0	0	300	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	軽装	地	4950	0	4				clothes	light	physical					0	1	0		0	0	0	0						0	1								0	1	
838	黒鉄旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	G	17800	37	0	37	15	0	7	100	0	0	310	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	旅装	地	4450	0	4				clothes	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
839	工房革鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	G	19800	68	0	53	10	0	0	100	0	0	320	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	革鎧	地	4950	0	4				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
840	黒鉄重鎧	armor	HPと物理防御を大きく伸ばす、前衛向けの重装防具。	G	23800	112	0	76	0	0	0	100	0	0	330	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	14	重装	地	5950	0	4				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
841	炉心のローブ	armor	MP・精神・魔力を伸ばす、魔法職向けの防具。	G	21800	58	0	44	0	0	0	100	0	0	340	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	20	法衣	地	5450	0	4				robe	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
842	炉心守りの外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	G	15800	0	0	33	0	0	14	100	0	0	350	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	42	外套	地	3950	0	4				cloak	normal	magic					0	1	0		0	0	0	0						0	1								0	1	
843	氷紋の外套	armor	防御と精神を確保しつつ、素早さと運も伸ばす軽量防具。	F	27700	47	0	47	19	0	8	130	0	0	360	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	軽装	氷	6925	0	5				cloak	light	physical					0	1	0		0	0	0	0						0	1								0	1	
844	雪原旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	F	24900	47	0	47	19	0	8	130	0	0	370	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	旅装	氷	6225	0	5				clothes	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
845	霜革の鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	F	27700	85	0	66	13	0	0	130	0	0	380	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	革鎧	氷	6925	0	5				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
846	霜鉄の鎧	armor	HPと物理防御を大きく伸ばす、前衛向けの重装防具。	F	33200	140	0	95	0	0	0	130	0	0	390	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	17	重装	氷	8300	0	5				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
847	氷晶の法衣	armor	MP・精神・魔力を伸ばす、魔法職向けの防具。	F	30500	72	0	55	0	0	0	130	0	0	400	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	26	法衣	氷	7625	0	5				robe	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
848	氷守りの外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	F	22200	0	0	41	0	0	17	130	0	0	410	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	53	外套	氷	5550	0	5				cloak	normal	magic					0	1	0		0	0	0	0						0	1								0	1	
849	砂影の装束	armor	防御と精神を確保しつつ、素早さと運も伸ばす軽量防具。	E	36200	57	0	57	23	0	10	160	0	0	420	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	軽装	地	9050	0	6					light	physical					0	1	0		0	0	0	0						0	1								0	1	
850	砂漠旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	E	32600	57	0	57	23	0	10	160	0	0	430	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	旅装	地	8150	0	6				clothes	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
851	砂獣革の鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	E	36200	103	0	80	15	0	0	160	0	0	440	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	革鎧	地	9050	0	6				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
852	太陽守りの鎧	armor	HPと物理防御を大きく伸ばす、前衛向けの重装防具。	E	43400	170	0	115	0	0	0	160	0	0	450	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	21	重装	地	10850	0	6				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
853	砂晶の法衣	armor	MP・精神・魔力を伸ばす、魔法職向けの防具。	E	39800	88	0	67	0	0	0	160	0	0	460	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	31	法衣	地	9950	0	6				robe	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
854	太陽守りの外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	E	29000	0	0	49	0	0	21	160	0	0	470	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	64	外套	地	7250	0	6				cloak	normal	magic					0	1	0		0	0	0	0						0	1								0	1	
855	ルーン旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	D	40700	67	0	67	27	0	12	180	0	0	480	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	旅装	魔	10175	0	7				clothes	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
856	魔導革鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	D	45200	122	0	95	18	0	0	180	0	0	490	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	革鎧	魔	11300	0	7				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
857	ルーンガード	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	D	36200	0	0	59	0	0	24	180	0	0	500	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	76	外套	魔	9050	0	7				cloak	normal	magic					0	1	0		0	0	0	0						0	1								0	1	
858	冥界の外套	armor	防御と精神を確保しつつ、素早さと運も伸ばす軽量防具。	C	54700	80	0	80	32	0	14	200	0	0	510	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	軽装	闇	13675	0	8				cloak	light	physical					0	1	0		0	0	0	0						0	1								0	1	
859	冥界旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	C	49200	80	0	80	32	0	14	200	0	0	520	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	旅装	闇	12300	0	8				clothes	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
860	冥獣革の鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	C	54700	145	0	113	22	0	0	200	0	0	530	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	革鎧	闇	13675	0	8				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
861	冥鉄の鎧	armor	HPと物理防御を大きく伸ばす、前衛向けの重装防具。	C	65600	239	0	162	0	0	0	200	0	0	540	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	29	重装	闇	16400	0	8				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
862	死霊王の法衣	armor	MP・精神・魔力を伸ばす、魔法職向けの防具。	C	60200	123	0	94	0	0	0	200	0	0	550	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	44	法衣	闇	15050	0	8				robe	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
863	冥守りの外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	C	43800	0	0	70	0	0	29	200	0	0	560	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	90	外套	闇	10950	0	8				cloak	normal	magic					0	1	0		0	0	0	0						0	1								0	1	
864	星天の羽衣	armor	防御と精神を確保しつつ、素早さと運も伸ばす軽量防具。	B	64700	94	0	94	37	0	17	230	0	0	570	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	軽装	光	16175	0	9				clothes	light	physical					0	1	0		0	0	0	0						0	1								0	1	
865	星天旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	B	58200	94	0	94	37	0	17	230	0	0	580	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	旅装	光	14550	0	9				clothes	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
866	天翼革鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	B	64700	170	0	133	26	0	0	230	0	0	590	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	革鎧	光	16175	0	9				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
867	天翼の鎧	armor	HPと物理防御を大きく伸ばす、前衛向けの重装防具。	B	77600	280	0	190	0	0	0	230	0	0	600	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	34	重装	光	19400	0	9				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
868	星守りの外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	B	51800	0	0	82	0	0	34	230	0	0	610	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	105	外套	光	12950	0	9				cloak	normal	magic					0	1	0		0	0	0	0						0	1								0	1	
869	終焉旅装	armor	HP・防御・精神・素早さをほどよく補う、探索向けの汎用防具。	A	67600	109	0	109	44	0	20	260	0	0	620	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	旅装	闇	16900	0	10				clothes	normal	physical					0	1	0		0	0	0	0						0	1								0	1	
870	黒翼革鎧	armor	重装ほど鈍くなく、軽装より守りが厚い前衛向けの中量防具。	A	75100	198	0	154	30	0	0	260	0	0	630	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	0	革鎧	闇	18775	0	10				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
871	覇滅の鎧	armor	HPと物理防御を大きく伸ばす、前衛向けの重装防具。	A	90100	327	0	222	0	0	0	260	0	0	640	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	40	重装	闇	22525	0	10				heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
872	覇王の外套	armor	精神・運・耐性寄り。補助職や安定周回に向いた守護外套。	A	60100	0	0	95	0	0	40	260	0	0	650	2026-06-09T04:49:21.000000Z	2026-06-12T14:14:21.000000Z	123	外套	闇	15025	0	10				cloak	normal	magic					0	1	0		0	0	0	0						0	1								0	1	
873	古洞ロックワームの岩鎧	armor	ドロップ品: 古洞ロックワームの岩鎧。王都アークレア・古びた洞窟のロックワーム基準。地域別に分割した固有防具。	rare	900	30	0	20	0	0	0	7	0	0	1410	2026-06-10T00:06:48.000000Z	2026-06-12T14:14:21.000000Z	0	重装	無	220	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
874	海蝕ストーンゴーレムの岩鎧	armor	ドロップ品: 海蝕ストーンゴーレムの岩鎧。港町マリネス・海蝕洞窟のストーンゴーレム基準。地域別に分割した固有防具。	rare	4800	64	0	40	0	0	0	25	0	0	1420	2026-06-10T00:06:48.000000Z	2026-06-12T14:14:21.000000Z	0	重装	無	1200	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
875	深海封印守護者の鎧	armor	ドロップ品: 深海封印守護者の鎧。港町マリネス・深海神殿の封印の守護者基準。地域別に分割した固有防具。	rare	7300	85	0	49	0	0	0	38	0	0	1440	2026-06-10T00:06:48.000000Z	2026-06-12T14:14:21.000000Z	16	重装	水	1820	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
876	蒸気量産ゴーレムの岩鎧	armor	ドロップ品: 蒸気量産ゴーレムの岩鎧。鉄鋼都市グランベルグ・蒸気工場の量産ゴーレム基準。地域別に分割した固有防具。	rare	15600	137	0	81	0	0	0	71	0	0	1480	2026-06-10T00:06:48.000000Z	2026-06-12T14:14:21.000000Z	0	重装	機械	3900	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
877	神域星守護者の鎧	armor	ドロップ品: 神域星守護者の鎧。天空都市セレスティア・神々の祭壇の星の守護者基準。地域別に分割した固有防具。	rare	60900	282	0	161	0	0	10	179	0	0	1540	2026-06-10T00:06:48.000000Z	2026-06-12T14:14:21.000000Z	44	重装	光	15220	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
878	海蝕ロックワームの岩鎧	armor	ドロップ品: 海蝕ロックワームの岩鎧。港町マリネス・海蝕洞窟のロックワーム基準。地域別に分割した固有防具。	rare	4600	57	0	36	0	0	0	24	0	0	1580	2026-06-10T00:06:48.000000Z	2026-06-12T14:14:21.000000Z	0	重装	無	1150	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
879	氷結ロックワームの岩鎧	armor	ドロップ品: 氷結ロックワームの岩鎧。雪都フロストリア・氷結洞窟のロックワーム基準。地域別に分割した固有防具。	rare	20500	156	0	93	0	0	0	87	0	0	1590	2026-06-10T00:06:48.000000Z	2026-06-12T14:14:21.000000Z	0	重装	無	5120	0					heavy_armor	heavy	physical					0	1	0		0	0	0	0						0	1								0	1	
